"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Niger","NER","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151554","220986","353918","161413","619193","1185678","531675","523717","548885","1539763","9393068","10242539","7998788","1994085","4047669","3768111","2544017","2753425","48628117","69108666","10668321","1624974","","",
"Nigeria","NGA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2123200","418458","30709","13055906","331113","204549","1328125","8616693","","","61698021","12042734","18260124","45296900","63044619","38334316","77185633","84049641","139618952","","7344207","18192596","",
"Nicaragua","NIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1625430","1664539","1005671","971204","1048922","1777175","960405","2316096","2028042","1710935","3069994","5081360","4473270","4714409","5110931","7573723","6761103","5592320","5994074","4344649","7424951","8198780","9962232","15652445","11267652","",
"Netherlands","NLD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9000158840","10064732596","12853367042","13928337514","16179939830","18141527315","19710513412","26801118676","29829699293","35843006967","35678639752","39909411871","44879171597","38962325108","34098720150","50241414283","60073008423","65910375885","69510358120","67416482908","58127846370","50765250646","59509788717","67147867601","64139180548","69039551874","70308349003","52152842598","53045468208","63617214213","",
"Norway","NOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","999844844","961944358","1263716092","1155602517","1322814427","1176130910","1252695816","1508325684","1585381130","1714667568","1876042597","1907582464","1854538306","2224095768","2640338065","2403802328","2689936524","2798633966","3338449628","3584084836","4264421285","3807911617","3834172996","4510799186","4506303030","4818883360","5226184042","4616966268","3913923539","3590613199","",
"Nepal","NPL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10266764","","","","8236","1050","52184","","","590450","","","","","","2435963","3566817","1916543","778302","1768386","1058351","2792696","4125199","5847553","",
"Nauru","NRU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71356655","86573252","92511969","108939010","124535586","141387614","210838678","278355857","293925165","367639149","467905646","610597632","377486916","370010851","390220319","474177763","566383135","603216320","590444494","603307391","584484821","472594061","547784792","661395978","709174190","723215367","644639540","604218907","599181605","530109422","547282899",
"OECD members","OED","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299558628250","343421508110","371456218826","399422729570","402210661500","462469537171","561411327930","581097971304","646573712170","679042927400","752616513883","859406225131","782771428283","770661085954","831717928511","933622883789","1000348093510","1173848725838","1097619918212","1140162576919","930518369301","1080309488800","1177567495913","1174561253344","1203643773056","1232933512564","1148386778295","1149851667683","993756172909","",
"Oman","OMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7690922","33625955","41836162","51652467","28183956","52765958","55153532","36862767","53091349","107572599","110692191","117601232","35377516","41424618","36471387","18322687","3760365","2228193","3409703","7513179","18079322","6950754","18747197","137151352","167104202","159946807","230872191","204251051","124221622","48362448","",
"Other small states","OSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1505018231","","","","3264899121","","2614271539","","","3319422711","","2599474923","","","","","",
"Pakistan","PAK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3113504","1252998","1938392","4108858","","2773677","2523708","6522592","8087982","21933998","29995547","23149845","56799086","121914599","107497380","179795879","197887409","189482047","270489462","226813073","262070065","316365305","309016315","348751224","259253378","259422148","303836911","353237841","368613286",
"Panama","PAN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3223842","2950890","3388892","2272738","1592928","172775","2108965","1725182","1143950","2053591","841951","1220256","2743362","1108997","900026","696667","4769250391","1817924863","1934969983","668823660","552034190","575146489","","",
"Peru","PER","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7271073","7576866","15198952","17766712","48593534","45914701","45903291","45184476","50834817","54484054","33304281","39454385","57421038","78988129","75269711","84392781","113493474","113547613","253239882","306912150","185157918","177875928","186463890","196446598","165470522","196990670","",
"Philippines","PHL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2003826037","1111128055","1413760829","1811180663","2471030199","9942599252","14367156160","19044395918","24175397321","25255816101","21025886575","23880908253","23955318370","25869410149","26019715020","27653464668","29526159013","26889303346","21525688076","16071867452","12949169027","20795049384","21810356356","23839225492","26192288870","26139673126","32114258015","32048475348",
"Palau","PLW","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166122","","1102773","2201531","3499344","1262266","",
"Papua New Guinea","PNG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33758608","","10897122","38355528","12577570","47665157","70850283","","","","","","","65439337","15582279","","","","","","",
"Poland","POL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268087000","257493000","285125000","418829001","527785003","490635199","641687000","557414000","834121000","906441000","950788000","1336721000","1989231014","2645317949","3225078654","3370639621","5906529876","6626950220","8304806900","8613651552","9559858495","12220494770","14487253098","13444666348","13318845914","13678247819","",
"Pre-demographic dividend","PRE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343563398","448824547","543657886","489959408","542421793","340255692","538825399","996129912","812640868","817717777","826732783","1016354149","1291624925","1622596398","1601168874","2321708814","2701050865","2746308535","3096152853","3341480546","3387823077","1387080033","1297075534","1644726715","1774888298","1964368104","2088870513","1905762003","2240528292","2350793409","2222523671",
"Paraguay","PRY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84511","186033","703480","1060915","1026716","1868969","3709801","2249088","3768044","4885660","3209573","4826711","6673005","4557696","9373641","13110694","16295129","24251930","23553499","27103637","37342640","31881014","43141999","44453714","57567205","55955000","47339851","57757834","60846210","101769314",
"West Bank and Gaza","PSE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","481716","441385","641458","915740","527523","523647","670727","167020","418170","333818","584958","686855","1120523","369027","1101491","5099724","3593348","","",
"Pacific island small states","PSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414230452848","420708476543","489450795459","594634801618","612116680933","672269073369","691630176467","759552908930","870301700608","779404541608","773068258725","848714624733","960882465277","968004934099","1141303779161","1131857283170","1183172734449","955521675571","1130664868379","1217064616405","1212224962101","1242505207421","1264338123737","1172274029563","1162592046706","1163378584944","",
"French Polynesia","PYF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29113911","30696468","41909151","30125520","16356932","20980603","5328346","4331614","18350872","23458417","18434304","3294114","28488491","11149418","5891124","17870700","2278947","8677315","19732265","10418387","","","",
"Qatar","QAT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15658","17999","5137","","25483","13575","","","76754","549","76581","1635","24355","245660","100488","312176","2667716","9066","860597","11009","112596","3993324","27939","33285","","4815196","","",
"Romania","ROU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210895000","140186000","48561819","46199496","39460188","74538000","79015000","76790000","79795000","120868007","236571000","470274000","566746000","427421992","576961184","719985950","847478378","1236505248","1117736473","2535246888","2923197033","4248559713","4966343987","2860651841","2857606634","3439802540","3536097090","4297656941","5099209139","6101050343",
"Russian Federation","RUS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2228785250","1890655525","2469187457","2277379681","3907958319","3249500846","4664408204","5501366655","5254188367","3820368577","3866054190","4108627496","5071296687","4527431432","5075117239","5443361073","7095069908","8655776675","9842669327","9677335778","6639582547","9174217407","",
"Rwanda","RWA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7997","30376","40064","9718","","22904","9272199","492728","680391","979440","674188","1167746","930199","4560864","933635","1403086","1040410","2076903","6554503","7610522","4882829","","",
"South Asia","SAS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11041591781","10440866390","13299079873","12904009186","","","","","","",
"Saudi Arabia","SAU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11119439","16739813","4011778","3046368","9656596","39545985","","18216505","46011727","21150962","28132303","22279760","43951521","35327510","92074686","150582545","130513761","180168493","206730601","198510916","204437056","253262450","288641958","254366095","276022477","1119558064","","",
"Sudan","SDN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3394943","","","978796","","549176","",
"Senegal","SEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2888362","2725225","15758778","32789650","13607291","10062787","14512739","19402165","29455123","52824400","17240295","24940185","44310661","89872472","9310477","5703457","6840305","8988322","9962862","27132070","17541318","9468674","",
"Singapore","SGP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11643931309","15023064248","17311581862","21773042951","27516281358","40313852578","53636846754","58000525979","59752080267","54894563402","60030536679","73920978262","62552702241","64119593432","76411037761","94225281972","39077737734","43441669588","102825112857","117065862762","95396675295","126981502643","126434946962","128239439593","135601531429","137369116389","130988629328","126259841528","136160944489","",
"Solomon Islands","SLB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3097","37","9487","88554","422330","","193415","439899","300163","",
"Sierra Leone","SLE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324146","","960168","","","","","","","","","","","","7244","35094","1152","1349","",
"El Salvador","SLV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25832736","29071938","33406492","40539102","45484749","38262580","21102946","28888664","38852320","36126214","34376518","117877138","128013169","137651113","147296526","140226040","185405436","200026499","177852297","177539670","188547","180970635","190063","220682470","",
"San Marino","SMR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57136000","","","","49784000","42172000","74862000","22086000","34690000","66015360","52840485","","99932391","93134116","145654851","211332724","259274663","229950355","253645320","262692393","373961679","334511622","338934666","292333396","309381926","366110287","",
"Sub-Saharan Africa (excluding high income)","SSA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100078659","1001818783","922619663","1089122037","1689649796","2272638794","","2515168743","2623082848","","2283838967","","3267887641","2878846728","","","","","",
"South Sudan","SSD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3394943","","","","","","",
"Sub-Saharan Africa","SSF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100213947","1001882479","924046013","","1689649796","2276352935","","2515168743","2623278338","","2284978758","","3273531600","2879864510","","","","","",
"Small states","SST","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1558155509","","","2544036713","","","","1906421192","2410456392","","","","","","","","",
"Sao Tome and Principe","STP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1597","","","11841","2428","420","177","32586","41748","4359","100228","114456","2266","200157","711206","321235","",
"Suriname","SUR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141381","78356","1062563","719656","455898","609000","615504","472736","759338","1110443","936464","2257894","1332103","1582243","1604487","3710124","4708574","5523252","11045678","5416397","10156828","","8757852","2533678","",
"Slovak Republic","SVK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222149980","213242632","189529708","290184717","328655638","365935531","361412496","409087076","396527641","730929099","1302981576","1973952675","2313115719","2663500518","3167015729","2751909097","3740963335","4717976058","6192876580","7574416351","7706617343","6878304957","6889108344","8197748084","",
"Slovenia","SVN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191551943","178417770","","269437483","337698173","323144754","367207086","318261071","384045608","442116205","505315304","737728849","821284815","788181718","1011106873","1170874426","1485875217","1264521310","1191147002","1403283011","1388653122","1466833567","1479152863","1427285488","1533691911","1707570179","",
"Sweden","SWE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5076135173","5338570626","6108131709","6113267869","6248217974","5436116531","6674993548","9992765407","11993231502","12663289520","13823620910","13879680276","16207767302","10819505841","12326832164","13497011271","17296306006","17338866133","18364281859","15068947695","15424454303","12794379549","16178044373","18499493586","16561556182","17096659061","16562389622","14951729474","14955149177","15010709919","15140153540",
"Eswatini","SWZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1948586","2947641","3978269","3677719","1103070","657893","1188832","876591","","","","","","819117","1110514","2347617","2051120","3562306","",
"Sint Maarten (Dutch part)","SXM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253","","55","","","","","","135288","63696","1426350","","","3714141","457197","","195490","","1139791","5782671","5643959","1017782","638020","1229820","714571","62598408","",
"Syrian Arab Republic","SYR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7840814","2085794","12262915","20215844","25684050","18470421","28121778","51019645","85804121","46824781","37531370","","","","","","","","",
"Turks and Caicos Islands","TCA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","610361","1108","","","","","7110","12458","2800","6171","88533","","141727","182433","","","","","","",
"Chad","TCD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","642712068676","708878473915","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4925311242","4965982134","7484102540","7048364461","8299443602","10536131309","12216855170","10972099175","13304478089","15094303597","21449952834","20738632350","25536610840","28189905811","30705724541","34548021706","38484058129","36278286567","33041680799","37337009362","",
"Togo","TGO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316519","","","95154","","","232524","761508","727937","387212","207520","288615","356055","681918","712211","2453293","48943","195485","","100981","98323","252517","164331","789422","679956","923460","530152","1192704","95982","557552","",
"Thailand","THA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2132280537","3030979698","3868391499","4778256551","5444163614","7743026426","10096666550","11576924208","12657216487","13558805259","13998103915","17293040958","15227797755","15688054626","18259980893","20610893825","22553664350","27051581167","30321849612","31303092122","27764379900","34156221484","33264733346","33767674064","33901233425","34992376969","34543515383","34720646340","","",
"Tajikistan","TJK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37103000","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5996606584","8294198907","11477071202","14480007227","19073821332","24449381847","31740446494","40705514372","38544538945","36909201896","36703628309","41283870814","44886723212","49243148780","48343800732","50109548533","44052948632","51858858879","60440868590","61159961429","63085599645","64575593894","60095065005","61789301912","64905131889","",
"Timor-Leste","TLS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1906777","","","","154290","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802862495","762714046","914173936","1066742363","1259499887","1306750133","1931808827","1572291010","1683757808","1385416098","2632988146","2541982398","","2030759460","2172708028","","","","",
"Tonga","TON","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","842","242","1391","150259","55045","24663","","","","",
"South Asia (IDA & IBRD)","TSA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11041591781","10440866390","13299079873","12904009186","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100213947","1001882479","924046013","","1689649796","2276352935","","2515168743","2623278338","","2284978758","","3273531600","2879864510","","","","","",
"Trinidad and Tobago","TTO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","799600","1316621","21936022","10025628","34177624","2945906","2461351","13508367","20564774","11251930","75422035","25461138","4224181","26925505","33926641","30164833","59578913","34999299","3252578","3102673","6281883","32348288","9204590","6194339","5169055","","","",
"Tunisia","TUN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51271541","47090367","48406351","81165259","53666156","69935756","72191999","71688241","97153681","124512446","154371221","176772350","207154873","246928621","377166200","354317345","572657326","573108916","628103934","446128793","611161593","732232913","569043143","616390976","706923421","681454561","673331070","602639769","",
"Turkey","TUR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133859648","106787555","89399797","123364670","147697188","217447443","193654203","275112382","423832071","454047637","870979600","1077574539","990847814","536439348","763179631","1010840536","881846891","1281261668","1643907482","1680777551","1359548592","1712937113","1922123172","1978537781","2176908249","2346682136","2323079468","2182767291","3052401326","",
"Tuvalu","TUV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13523","4873","4720","3700","","","","","","","","","","","","","",
"Tanzania","TZA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111709","4285402","5866513","1242797","1476671","700049","1521466","1106791","1533315","1149067","4891077","11252821","16203276","24738032","40986194","94598416","44156835","22713535","8771922","15624539","15651169","",
"Uganda","UGA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1180009","506995","223529","863191","1147811","1704473","444599","2580127","3155138","3169206","1834548","9023698","60424366","23942454","4607480","3010160","6238424","148932234","165738142","8152925","10556376","7695449","7556939","7081459","",
"Ukraine","UKR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","379872431","441150796","455249676","332333210","528932600","486926140","586810270","1081945700","1461350770","884828313","952495179","1341577643","1551061032","1385271697","1441024225","1908273982","2622692832","2189031951","1921996739","1386828856","991932604","1009138720","",
"Upper middle income","UMC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119119874920","152584833207","149388464075","170501652754","218381644168","286532184189","348549373831","422494861253","456429138927","476994007173","443787075358","566864678900","624469165949","677677012602","734614292875","742783967484","721757041084","665288073975","632045020708","",
"Uruguay","URY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18386444","15712619","21395220","22955805","21927783","22409190","20614016","21184713","18804415","21000854","19706350","27116982","29313365","44058319","47950318","78206926","78467988","113974800","134229147","193244229","189270799","171097517","266119238","148687705","117759202","",
"United States","USA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76767867475","89516989741","97807009781","104700910870","105184845717","115535095942","126759299125","138093562433","163407329178","171969190087","181431870161","197802453276","175872437830","161991416653","161561925853","139380739714","145435520394","219026015638","218115501899","220884471208","132406674889","145932689277","145638600147","148330989468","148530552453","155640595588","154345554351","153508971211","110120235610","",
"Uzbekistan","UZB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","783","","","1851","","","","480","164","101","","","2217","1207","10039","403","41882","8506","99","3056","308948","14703","","185","29837","",
"Venezuela, RB","VEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73688424","21184129","33864295","52109778","54946035","73240357","69574302","79490912","81093347","70643836","81588591","95350058","113506005","133724290","121189638","119897353","80052664","","123461218","66134810","145232232","50439651","14962","18092984","","","","","",
"British Virgin Islands","VGB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5503000","3973000","9548000","683655000","581096644","484887554","592414662","621555814","873255442","1275038573","2381019411","1646991047","2100571972","4020110739","9118403941","16259339193","27819466251","30863791585","38735943417","43602170736","52779948158","",
"Vanuatu","VUT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344531","216839","","","109339","","","","","","2424","","","","","","373371","53871","","411843","699753","2817944","","","","","","","",
"World","WLD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1158318924311","1048708335998","1067162678820","1193256056260","1394967284531","1473782707526","1746297228968","1768117395086","1842166394874","1565362708683","1780269374870","1942286752629","2002402586695","2110229059649","2150002017342","2045863128160","1989111181655","","",
"Samoa","WSM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213838","75216","97345","51551","5732228","24265","58305","347265","100511","93742","71333","31768","195335","365039","66788","142982","61400","",
"Kosovo","XKX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","379","1503","46192","130250","208198","367253","709024","411165","376375","389635","678967","584691","2668283","1219706","2946931","","","",
"South Africa","ZAF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","418339743","443800372","479765638","696734921","725657771","977887646","920544584","909742630","990529075","898603831","740274487","883865270","1273558110","1759555270","1790064008","1832867973","1974037725","1364421670","1855457233","2227922835","2310999892","2215197849","2520225514","2361454517","1906053525","1817259054","",
